1;4
2;1
2;5
3;1
4;1
5;6
6;6
7;9
8;11
8;12
9;2
10;9
11;7
12;10
13;9
14;7
15;7
16;7
17;4
18;13
19;10
20;14
21;15
22;16
22;17
23;18
23;19
24;18
25;21
26;22
