1;ReTo
2;Rag'n'Bone Man
3;Taylor Swift
4;Taconafide
5;ZetHa
6;Queen
7;Imagine Dragons
8;One Republic
9;Ed Sheeran
10;AC/DC
11;Tiesto
12;Ava Max
13;Metallica
14;Joy
15;Kizo
16;Kacper
17;Fonos
18;Gibbs
19;Favst
