1;3
2;3
3;3
4;3
5;4
6;4
7;1
8;1
9;1
10;1
11;1
12;4
13;1
14;1
15;1
16;1
17;3
18;4
19;4
20;1
21;3
22;3
23;3
24;3
1;5
2;5
3;5
4;5
5;6
6;6
7;6
8;6
9;6
10;6
11;6
12;6
13;6
15;6
16;6
17;5
18;6
19;6
20;6
21;5
22;5
23;5
24;5
25;6
25;1
